transaction_id,timestamp,sender_id,sender_account,receiver_id,receiver_account,amount,transaction_type,status,notes,receiver_ammount,date,hour,day_of_week,is_odd_hours,amount_category
TXN_000595,2026-02-20 16:36:26.435864,USER_0005,4192832764835030,MULE_0002,,1635848.23,Transfer,success,Kerjasama,0369711798089324,2026-02-20,16,Friday,False,Besar
TXN_000548,2026-02-20 16:41:26.435864,USER_0001,1043321819600133,MULE_0011,,1603706.96,Transfer,success,Investasi,1928565431027868,2026-02-20,16,Friday,False,Besar
TXN_000521,2026-02-20 16:59:26.435864,USER_0063,4005045562386922,MULE_0008,,1186111.39,Transfer,success,Transfer,6928451154479627,2026-02-20,16,Friday,False,Besar
TXN_000795,2026-02-20 17:05:26.435864,USER_0029,2994680443699577,MULE_0011,,1618432.92,Transfer,success,,1928565431027868,2026-02-20,17,Friday,False,Besar
TXN_000715,2026-02-20 17:51:26.435864,USER_0065,1759464743671369,MULE_0004,,1950394.29,Transfer,success,Kerjasama,8067065405153195,2026-02-20,17,Friday,False,Besar
TXN_000437,2026-02-21 00:32:26.435864,USER_0073,1390053293183933,USER_0085,343244510762268.0,4140896.18,Purchase,success,,,2026-02-21,0,Saturday,True,Besar
TXN_000430,2026-02-21 01:20:26.435864,USER_0019,4353462475107991,USER_0069,8516048175496513.0,383445.65,Transfer,success,,,2026-02-21,1,Saturday,True,Kecil
TXN_000318,2026-02-21 01:55:26.435864,USER_0047,84271094777520,USER_0006,6413953767242388.0,3220943.99,Payment,success,Hutang,,2026-02-21,1,Saturday,True,Besar
TXN_000442,2026-02-21 04:01:26.435864,USER_0051,3447134936183242,USER_0014,5667010651333872.0,2535727.98,Purchase,success,,,2026-02-21,4,Saturday,True,Besar
TXN_000110,2026-02-21 04:02:26.435864,USER_0057,9324808613171274,USER_0033,8727743487347143.0,1916989.36,Payment,success,,,2026-02-21,4,Saturday,True,Besar
TXN_000292,2026-02-21 04:13:26.435864,USER_0027,5698169340608835,USER_0061,1718702621745961.0,2016907.22,Payment,success,,,2026-02-21,4,Saturday,True,Besar
TXN_000370,2026-02-21 06:06:26.435864,USER_0057,9324808613171274,USER_0062,8657809134316117.0,4016243.37,Payment,success,Belanja,,2026-02-21,6,Saturday,False,Besar
TXN_000140,2026-02-21 06:16:26.435864,USER_0001,1043321819600133,USER_0049,9993867749649908.0,2422211.76,Payment,success,Belanja,,2026-02-21,6,Saturday,False,Besar
TXN_000201,2026-02-21 08:34:26.435864,USER_0042,7694531473799650,USER_0064,1969379237474074.0,4889599.89,Payment,success,Pembayaran,,2026-02-21,8,Saturday,False,Besar
TXN_000064,2026-02-21 09:45:26.435864,USER_0007,9696532871012269,USER_0094,5192546291486528.0,355702.34,Purchase,success,Pembayaran,,2026-02-21,9,Saturday,False,Kecil
TXN_000282,2026-02-21 12:12:26.435864,USER_0038,1708053100330923,USER_0078,8367365766156545.0,1968259.23,Payment,success,Hutang,,2026-02-21,12,Saturday,False,Besar
TXN_000179,2026-02-21 12:28:26.435864,USER_0022,4016400524278680,USER_0002,8386379402654235.0,4406619.15,Transfer,success,Hutang,,2026-02-21,12,Saturday,False,Besar
TXN_000565,2026-02-21 13:47:26.435864,USER_0016,3602606474687234,MULE_0002,,1679564.23,Transfer,success,,0369711798089324,2026-02-21,13,Saturday,False,Besar
TXN_000653,2026-02-21 14:23:26.435864,USER_0013,8347382997376311,MULE_0010,,1441830.75,Transfer,success,Investasi,7021355690927557,2026-02-21,14,Saturday,False,Besar
TXN_000494,2026-02-21 14:37:26.435864,USER_0067,9421047095214562,MULE_0002,,857968.21,Transfer,success,Investasi,0369711798089324,2026-02-21,14,Saturday,False,Besar
TXN_000785,2026-02-21 15:06:26.435864,MULE_0012,1447394731217271,CRIMINAL_BOSS,,3912980.65,Transfer,success,,MASTER_6698490277038430,2026-02-21,15,Saturday,False,Besar
TXN_000649,2026-02-21 15:10:26.435864,USER_0060,3396360576627028,MULE_0015,,1676797.66,Transfer,success,Kerjasama,6691251778528922,2026-02-21,15,Saturday,False,Besar
TXN_000420,2026-02-21 15:15:26.435864,USER_0041,1850671657262849,USER_0054,8742967175655125.0,275308.43,Transfer,success,,,2026-02-21,15,Saturday,False,Kecil
TXN_000528,2026-02-21 15:37:26.435864,MULE_0007,1566765277584161,MULE_0005,,6371970.63,Transfer,success,Transfer,2058527722170430,2026-02-21,15,Saturday,False,Besar
TXN_000775,2026-02-21 15:42:26.435864,USER_0064,1969379237474074,MULE_0005,,939005.25,Transfer,success,Investasi,2058527722170430,2026-02-21,15,Saturday,False,Besar
TXN_000590,2026-02-21 16:07:26.435864,USER_0042,7694531473799650,MULE_0004,,1859252.66,Transfer,success,,8067065405153195,2026-02-21,16,Saturday,False,Besar
TXN_000572,2026-02-21 16:14:26.435864,MULE_0009,5705964016582029,MULE_0005,,5111017.73,Transfer,success,Transfer,2058527722170430,2026-02-21,16,Saturday,False,Besar
TXN_000210,2026-02-21 16:23:26.435864,USER_0041,1850671657262849,USER_0022,4016400524278680.0,729198.4,Transfer,success,Hutang,,2026-02-21,16,Saturday,False,Besar
TXN_000526,2026-02-21 16:37:26.435864,MULE_0013,5518844225831323,MULE_0011,,4271933.04,Transfer,success,Transfer,1928565431027868,2026-02-21,16,Saturday,False,Besar
TXN_000242,2026-02-21 17:07:26.435864,USER_0042,7694531473799650,USER_0004,9310341316475256.0,300656.62,Purchase,success,Belanja,,2026-02-21,17,Saturday,False,Kecil
TXN_000555,2026-02-21 17:18:26.435864,USER_0010,7015430391171822,MULE_0006,,198966.28,Transfer,success,,3054868740345054,2026-02-21,17,Saturday,False,Kecil
TXN_000690,2026-02-21 18:28:26.435864,MULE_0013,5518844225831323,MULE_0014,,3372023.84,Transfer,success,Transfer,7058957829114678,2026-02-21,18,Saturday,False,Besar
TXN_000516,2026-02-21 18:33:26.435864,MULE_0012,1447394731217271,MULE_0003,,688435.67,Transfer,success,Transfer,6095396218518888,2026-02-21,18,Saturday,False,Besar
TXN_000704,2026-02-21 18:41:26.435864,USER_0100,3615305152204727,MULE_0004,,994397.6,Transfer,success,Transfer,8067065405153195,2026-02-21,18,Saturday,False,Besar
TXN_000707,2026-02-21 18:57:26.435864,USER_0008,6697848018451462,MULE_0010,,1644416.93,Transfer,success,Kerjasama,7021355690927557,2026-02-21,18,Saturday,False,Besar
TXN_000376,2026-02-21 19:26:26.435864,USER_0048,7116719022941318,USER_0027,5698169340608835.0,3311605.76,Transfer,success,Hutang,,2026-02-21,19,Saturday,False,Besar
TXN_000251,2026-02-21 23:20:26.435864,USER_0073,1390053293183933,USER_0004,9310341316475256.0,1243706.34,Purchase,success,,,2026-02-21,23,Saturday,True,Besar
TXN_000421,2026-02-22 01:28:26.435864,USER_0027,5698169340608835,USER_0028,1595148465648236.0,3445099.36,Purchase,success,Belanja,,2026-02-22,1,Sunday,True,Besar
TXN_000469,2026-02-22 04:46:26.435864,USER_0067,9421047095214562,USER_0062,8657809134316117.0,1309864.24,Transfer,success,,,2026-02-22,4,Sunday,True,Besar
TXN_000294,2026-02-22 04:47:26.435864,USER_0065,1759464743671369,USER_0028,1595148465648236.0,783588.72,Purchase,success,,,2026-02-22,4,Sunday,True,Besar
TXN_000381,2026-02-22 06:07:26.435864,USER_0057,9324808613171274,USER_0017,980500978820812.0,3309360.64,Purchase,success,Belanja,,2026-02-22,6,Sunday,False,Besar
TXN_000078,2026-02-22 10:40:26.435864,USER_0074,2904228421020539,USER_0048,7116719022941318.0,2259883.28,Purchase,success,,,2026-02-22,10,Sunday,False,Besar
TXN_000739,2026-02-22 14:08:26.435864,MULE_0007,1566765277584161,CRIMINAL_BOSS,,7196384.15,Transfer,success,,MASTER_6698490277038430,2026-02-22,14,Sunday,False,Besar
TXN_000448,2026-02-22 14:11:26.435864,USER_0032,2870831727889579,USER_0059,449972787558867.0,3186156.56,Payment,success,Hutang,,2026-02-22,14,Sunday,False,Besar
TXN_000780,2026-02-22 14:12:26.435864,USER_0072,537735158506431,MULE_0001,,1409596.49,Transfer,success,Kerjasama,9010432898614341,2026-02-22,14,Sunday,False,Besar
TXN_000718,2026-02-22 14:16:26.435864,MULE_0012,1447394731217271,CRIMINAL_BOSS,,8449107.84,Transfer,success,,MASTER_6698490277038430,2026-02-22,14,Sunday,False,Besar
TXN_000610,2026-02-22 14:41:26.435864,USER_0050,3341232812067974,MULE_0014,,1484124.83,Transfer,success,Transfer,7058957829114678,2026-02-22,14,Sunday,False,Besar
TXN_000148,2026-02-22 14:47:26.435864,USER_0079,7111161528098851,USER_0051,3447134936183242.0,1774226.83,Payment,success,Pembayaran,,2026-02-22,14,Sunday,False,Besar
TXN_000550,2026-02-22 14:53:26.435864,MULE_0005,2058527722170430,CRIMINAL_BOSS,,8368394.45,Transfer,success,,MASTER_6698490277038430,2026-02-22,14,Sunday,False,Besar
TXN_000504,2026-02-22 15:11:26.435864,MULE_0007,1566765277584161,CRIMINAL_BOSS,,4843362.33,Transfer,success,,MASTER_6698490277038430,2026-02-22,15,Sunday,False,Besar
TXN_000170,2026-02-22 15:31:26.435864,USER_0095,6850542357332214,USER_0034,5581223623166587.0,3285674.93,Transfer,success,,,2026-02-22,15,Sunday,False,Besar
TXN_000669,2026-02-22 15:33:26.435864,USER_0100,3615305152204727,MULE_0014,,656382.16,Transfer,success,,7058957829114678,2026-02-22,15,Sunday,False,Besar
TXN_000732,2026-02-22 15:42:26.435864,USER_0024,1586923226025634,MULE_0005,,1758197.81,Transfer,success,,2058527722170430,2026-02-22,15,Sunday,False,Besar
TXN_000599,2026-02-22 16:21:26.435864,USER_0084,6438156149784036,MULE_0010,,720980.09,Transfer,success,,7021355690927557,2026-02-22,16,Sunday,False,Besar
TXN_000457,2026-02-22 16:48:26.435864,USER_0005,4192832764835030,USER_0007,9696532871012268.0,1328385.25,Transfer,success,Belanja,,2026-02-22,16,Sunday,False,Besar
TXN_000601,2026-02-22 16:59:26.435864,USER_0027,5698169340608835,MULE_0014,,920677.77,Transfer,success,Kerjasama,7058957829114678,2026-02-22,16,Sunday,False,Besar
TXN_000279,2026-02-22 17:01:26.435864,USER_0096,8880592962229270,USER_0099,1247826137506068.0,68887.08,Transfer,success,,,2026-02-22,17,Sunday,False,Kecil
TXN_000290,2026-02-22 17:05:26.435864,USER_0099,1247826137506068,USER_0067,9421047095214562.0,437924.18,Purchase,success,Pembayaran,,2026-02-22,17,Sunday,False,Kecil
TXN_000394,2026-02-22 17:22:26.435864,USER_0021,8412411824493534,USER_0006,6413953767242388.0,3932569.13,Transfer,success,,,2026-02-22,17,Sunday,False,Besar
TXN_000798,2026-02-22 18:48:26.435864,USER_0057,9324808613171274,MULE_0003,,220121.59,Transfer,success,Investasi,6095396218518888,2026-02-22,18,Sunday,False,Kecil
TXN_000560,2026-02-22 18:52:26.435864,USER_0084,6438156149784036,MULE_0007,,1119071.32,Transfer,success,Transfer,1566765277584161,2026-02-22,18,Sunday,False,Besar
TXN_000289,2026-02-22 19:26:26.435864,USER_0081,1493689980940244,USER_0092,8207151820377889.0,2272746.69,Transfer,success,Pembayaran,,2026-02-22,19,Sunday,False,Besar
TXN_000163,2026-02-22 20:58:26.435864,USER_0019,4353462475107991,USER_0087,1605297516136968.0,4217826.81,Purchase,success,Hutang,,2026-02-22,20,Sunday,False,Besar
TXN_000239,2026-02-22 22:30:26.435864,USER_0056,385977034824771,USER_0016,3602606474687234.0,2032879.96,Purchase,success,,,2026-02-22,22,Sunday,False,Besar
TXN_000301,2026-02-23 01:25:26.435864,USER_0008,6697848018451462,USER_0032,2870831727889579.0,2243397.54,Payment,success,Belanja,,2026-02-23,1,Monday,True,Besar
TXN_000404,2026-02-23 02:16:26.435864,USER_0040,9663193149190586,USER_0010,7015430391171822.0,301734.43,Purchase,success,Hutang,,2026-02-23,2,Monday,True,Kecil
TXN_000176,2026-02-23 05:36:26.435864,USER_0005,4192832764835030,USER_0035,366909670546688.0,343465.14,Payment,success,Pembayaran,,2026-02-23,5,Monday,False,Kecil
TXN_000061,2026-02-23 06:25:26.435864,USER_0049,9993867749649909,USER_0057,9324808613171274.0,4944747.91,Payment,success,,,2026-02-23,6,Monday,False,Besar
TXN_000056,2026-02-23 06:58:26.435864,USER_0050,3341232812067974,USER_0074,2904228421020539.0,4682335.67,Transfer,success,Pembayaran,,2026-02-23,6,Monday,False,Besar
TXN_000080,2026-02-23 07:56:26.435864,USER_0015,2473178108013267,USER_0025,1607337543303654.0,1209099.51,Purchase,success,,,2026-02-23,7,Monday,False,Besar
TXN_000232,2026-02-23 09:44:26.435864,USER_0036,7346706562729806,USER_0047,84271094777520.0,819282.23,Transfer,success,Hutang,,2026-02-23,9,Monday,False,Besar
TXN_000031,2026-02-23 12:53:26.435864,USER_0034,5581223623166587,USER_0017,980500978820812.0,206274.04,Purchase,success,,,2026-02-23,12,Monday,False,Kecil
TXN_000378,2026-02-23 14:25:26.435864,USER_0033,8727743487347143,USER_0072,537735158506431.0,3621717.52,Transfer,success,Pembayaran,,2026-02-23,14,Monday,False,Besar
TXN_000423,2026-02-23 15:03:26.435864,USER_0017,980500978820812,USER_0074,2904228421020539.0,3994013.66,Purchase,success,Pembayaran,,2026-02-23,15,Monday,False,Besar
TXN_000614,2026-02-23 15:22:26.435864,MULE_0012,1447394731217271,CRIMINAL_BOSS,,6418898.93,Transfer,success,,MASTER_6698490277038430,2026-02-23,15,Monday,False,Besar
TXN_000482,2026-02-23 15:55:26.435864,USER_0048,7116719022941318,MULE_0004,,554587.59,Transfer,success,Transfer,8067065405153195,2026-02-23,15,Monday,False,Besar
TXN_000545,2026-02-23 15:56:26.435864,USER_0079,7111161528098851,MULE_0008,,1942460.81,Transfer,success,Transfer,6928451154479627,2026-02-23,15,Monday,False,Besar
TXN_000524,2026-02-23 17:32:26.435864,USER_0076,9084700766177115,MULE_0003,,1934499.46,Transfer,success,Kerjasama,6095396218518888,2026-02-23,17,Monday,False,Besar
TXN_000549,2026-02-23 17:35:26.435864,USER_0001,1043321819600133,MULE_0004,,845601.37,Transfer,success,Kerjasama,8067065405153195,2026-02-23,17,Monday,False,Besar
TXN_000719,2026-02-23 18:03:26.435864,USER_0041,1850671657262849,MULE_0008,,1154666.63,Transfer,success,Kerjasama,6928451154479627,2026-02-23,18,Monday,False,Besar
TXN_000772,2026-02-23 18:42:26.435864,MULE_0001,9010432898614341,MULE_0009,,8221608.21,Transfer,success,Transfer,5705964016582029,2026-02-23,18,Monday,False,Besar
TXN_000358,2026-02-23 19:03:26.435864,USER_0094,5192546291486528,USER_0069,8516048175496513.0,2031238.62,Payment,success,Belanja,,2026-02-23,19,Monday,False,Besar
TXN_000638,2026-02-23 19:09:26.435864,MULE_0007,1566765277584161,CRIMINAL_BOSS,,6670901.25,Transfer,success,,MASTER_6698490277038430,2026-02-23,19,Monday,False,Besar
TXN_000735,2026-02-23 19:10:26.435864,MULE_0005,2058527722170430,CRIMINAL_BOSS,,4544189.62,Transfer,success,,MASTER_6698490277038430,2026-02-23,19,Monday,False,Besar
TXN_000100,2026-02-23 20:24:26.435864,USER_0077,1249985698478961,USER_0078,8367365766156545.0,2755404.33,Transfer,success,,,2026-02-23,20,Monday,False,Besar
TXN_000002,2026-02-23 20:58:26.435864,USER_0062,8657809134316117,USER_0073,1390053293183933.0,4676952.29,Transfer,success,,,2026-02-23,20,Monday,False,Besar
TXN_000453,2026-02-23 21:01:26.435864,USER_0076,9084700766177115,USER_0031,3791769367632016.0,3030000.37,Transfer,success,Belanja,,2026-02-23,21,Monday,False,Besar
TXN_000253,2026-02-23 23:15:26.435864,USER_0098,6886239240758181,USER_0006,6413953767242388.0,1624121.62,Purchase,success,,,2026-02-23,23,Monday,True,Besar
TXN_000156,2026-02-24 02:58:26.435864,USER_0049,9993867749649909,USER_0008,6697848018451462.0,1025517.66,Transfer,success,Belanja,,2026-02-24,2,Tuesday,True,Besar
TXN_000341,2026-02-24 03:39:26.435864,USER_0076,9084700766177115,USER_0087,1605297516136968.0,1180670.51,Purchase,success,Pembayaran,,2026-02-24,3,Tuesday,True,Besar
TXN_000059,2026-02-24 04:21:26.435864,USER_0012,3150983930103105,USER_0085,343244510762268.0,2537476.33,Purchase,success,,,2026-02-24,4,Tuesday,True,Besar
TXN_000283,2026-02-24 05:40:26.435864,USER_0071,1382675869261796,USER_0007,9696532871012268.0,1353315.04,Payment,success,Hutang,,2026-02-24,5,Tuesday,False,Besar
TXN_000085,2026-02-24 09:08:26.435864,USER_0021,8412411824493534,USER_0010,7015430391171822.0,1242792.54,Transfer,success,Pembayaran,,2026-02-24,9,Tuesday,False,Besar
TXN_000116,2026-02-24 09:53:26.435864,USER_0006,6413953767242388,USER_0080,5604945198327315.0,2855144.8,Payment,success,,,2026-02-24,9,Tuesday,False,Besar
TXN_000143,2026-02-24 12:17:26.435864,USER_0001,1043321819600133,USER_0012,3150983930103105.0,269268.63,Purchase,success,Belanja,,2026-02-24,12,Tuesday,False,Kecil
TXN_000121,2026-02-24 13:15:26.435864,USER_0048,7116719022941318,USER_0035,366909670546688.0,3320325.94,Transfer,success,Hutang,,2026-02-24,13,Tuesday,False,Besar
TXN_000506,2026-02-24 13:54:26.435864,USER_0034,5581223623166587,MULE_0012,,718328.78,Transfer,success,Investasi,1447394731217271,2026-02-24,13,Tuesday,False,Besar
TXN_000582,2026-02-24 14:03:26.435864,MULE_0010,7021355690927557,CRIMINAL_BOSS,,2084688.53,Transfer,success,,MASTER_6698490277038430,2026-02-24,14,Tuesday,False,Besar
TXN_000773,2026-02-24 15:09:26.435864,USER_0045,6855744431351823,MULE_0004,,1864313.97,Transfer,success,Kerjasama,8067065405153195,2026-02-24,15,Tuesday,False,Besar
TXN_000497,2026-02-24 16:50:26.435864,USER_0019,4353462475107991,MULE_0005,,559907.38,Transfer,success,Investasi,2058527722170430,2026-02-24,16,Tuesday,False,Besar
TXN_000698,2026-02-24 16:56:26.435864,USER_0016,3602606474687234,MULE_0006,,1795057.61,Transfer,success,Investasi,3054868740345054,2026-02-24,16,Tuesday,False,Besar
TXN_000579,2026-02-24 17:11:26.435864,USER_0024,1586923226025634,MULE_0009,,538934.21,Transfer,success,Kerjasama,5705964016582029,2026-02-24,17,Tuesday,False,Besar
TXN_000783,2026-02-24 17:13:26.435864,MULE_0015,6691251778528922,CRIMINAL_BOSS,,3254607.35,Transfer,success,,MASTER_6698490277038430,2026-02-24,17,Tuesday,False,Besar
TXN_000723,2026-02-24 17:21:26.435864,USER_0074,2904228421020539,MULE_0006,,840967.05,Transfer,success,Kerjasama,3054868740345054,2026-02-24,17,Tuesday,False,Besar
TXN_000544,2026-02-24 17:39:26.435864,USER_0017,980500978820812,MULE_0013,,960257.74,Transfer,success,Kerjasama,5518844225831323,2026-02-24,17,Tuesday,False,Besar
TXN_000680,2026-02-24 18:31:26.435864,USER_0091,5411998679807935,MULE_0008,,1924214.37,Transfer,success,,6928451154479627,2026-02-24,18,Tuesday,False,Besar
TXN_000379,2026-02-24 19:37:26.435864,USER_0028,1595148465648236,USER_0086,8851606071596966.0,4268362.14,Transfer,success,Pembayaran,,2026-02-24,19,Tuesday,False,Besar
TXN_000319,2026-02-24 20:11:26.435864,USER_0095,6850542357332214,USER_0068,2858842474517123.0,3839098.22,Transfer,success,,,2026-02-24,20,Tuesday,False,Besar
TXN_000269,2026-02-24 23:22:26.435864,USER_0093,5546659051518644,USER_0070,985931746120047.0,385584.16,Payment,success,,,2026-02-24,23,Tuesday,True,Kecil
TXN_000155,2026-02-25 00:26:26.435864,USER_0093,5546659051518644,USER_0100,3615305152204727.0,3533610.73,Transfer,success,,,2026-02-25,0,Wednesday,True,Besar
TXN_000427,2026-02-25 05:35:26.435864,USER_0012,3150983930103105,USER_0097,5379473834735977.0,3247360.94,Purchase,success,Pembayaran,,2026-02-25,5,Wednesday,False,Besar
TXN_000199,2026-02-25 08:16:26.435864,USER_0066,9440640909743953,USER_0041,1850671657262849.0,2572136.7,Purchase,success,,,2026-02-25,8,Wednesday,False,Besar
TXN_000463,2026-02-25 08:33:26.435864,USER_0077,1249985698478961,USER_0098,6886239240758181.0,4551229.15,Purchase,success,Pembayaran,,2026-02-25,8,Wednesday,False,Besar
TXN_000090,2026-02-25 10:24:26.435864,USER_0060,3396360576627028,USER_0005,4192832764835030.0,3373680.09,Transfer,success,Hutang,,2026-02-25,10,Wednesday,False,Besar
TXN_000349,2026-02-25 10:50:26.435864,USER_0093,5546659051518644,USER_0035,366909670546688.0,3900896.64,Purchase,success,Hutang,,2026-02-25,10,Wednesday,False,Besar
TXN_000241,2026-02-25 12:06:26.435864,USER_0094,5192546291486528,USER_0052,249947174648877.0,4056028.39,Transfer,success,Hutang,,2026-02-25,12,Wednesday,False,Besar
