transaction_id,timestamp,sender_id,sender_account,receiver_id,receiver_account,amount,transaction_type,status,notes,receiver_ammount
TXN_000110,2026-02-21 04:02:26.435864,USER_0057,9324808613171274,USER_0033,8727743487347143,1916989.36,Payment,success,,
TXN_000292,2026-02-21 04:13:26.435864,USER_0027,5698169340608835,USER_0061,1718702621745961,2016907.22,Payment,success,,
TXN_000370,2026-02-21 06:06:26.435864,USER_0057,9324808613171274,USER_0062,8657809134316117,4016243.37,Payment,success,Belanja,
TXN_000140,2026-02-21 06:16:26.435864,USER_0001,1043321819600133,USER_0049,9993867749649909,2422211.76,Payment,success,Belanja,
TXN_000201,2026-02-21 08:34:26.435864,USER_0042,7694531473799650,USER_0064,1969379237474074,4889599.89,Payment,success,Pembayaran,
TXN_000064,2026-02-21 09:45:26.435864,USER_0007,9696532871012269,USER_0094,5192546291486528,355702.34,Purchase,success,Pembayaran,
TXN_000282,2026-02-21 12:12:26.435864,USER_0038,1708053100330923,USER_0078,8367365766156545,1968259.23,Payment,success,Hutang,
TXN_000179,2026-02-21 12:28:26.435864,USER_0022,4016400524278680,USER_0002,8386379402654235,4406619.15,Transfer,success,Hutang,
TXN_000565,2026-02-21 13:47:26.435864,USER_0016,3602606474687234,MULE_0002,,1679564.23,Transfer,success,,0369711798089324
TXN_000653,2026-02-21 14:23:26.435864,USER_0013,8347382997376311,MULE_0010,,1441830.75,Transfer,success,Investasi,7021355690927557
TXN_000494,2026-02-21 14:37:26.435864,USER_0067,9421047095214562,MULE_0002,,857968.21,Transfer,success,Investasi,0369711798089324
TXN_000785,2026-02-21 15:06:26.435864,MULE_0012,1447394731217271,CRIMINAL_BOSS,,3912980.65,Transfer,success,,MASTER_6698490277038430
TXN_000649,2026-02-21 15:10:26.435864,USER_0060,3396360576627028,MULE_0015,,1676797.66,Transfer,success,Kerjasama,6691251778528922
TXN_000420,2026-02-21 15:15:26.435864,USER_0041,1850671657262849,USER_0054,8742967175655125,275308.43,Transfer,success,,
TXN_000528,2026-02-21 15:37:26.435864,MULE_0007,1566765277584161,MULE_0005,,6371970.63,Transfer,success,Transfer,2058527722170430
TXN_000775,2026-02-21 15:42:26.435864,USER_0064,1969379237474074,MULE_0005,,939005.25,Transfer,success,Investasi,2058527722170430
TXN_000590,2026-02-21 16:07:26.435864,USER_0042,7694531473799650,MULE_0004,,1859252.66,Transfer,success,,8067065405153195
TXN_000572,2026-02-21 16:14:26.435864,MULE_0009,5705964016582029,MULE_0005,,5111017.73,Transfer,success,Transfer,2058527722170430
TXN_000210,2026-02-21 16:23:26.435864,USER_0041,1850671657262849,USER_0022,4016400524278680,729198.4,Transfer,success,Hutang,
TXN_000526,2026-02-21 16:37:26.435864,MULE_0013,5518844225831323,MULE_0011,,4271933.04,Transfer,success,Transfer,1928565431027868
TXN_000242,2026-02-21 17:07:26.435864,USER_0042,7694531473799650,USER_0004,9310341316475255,300656.62,Purchase,success,Belanja,
TXN_000555,2026-02-21 17:18:26.435864,USER_0010,7015430391171822,MULE_0006,,198966.28,Transfer,success,,3054868740345054
TXN_000690,2026-02-21 18:28:26.435864,MULE_0013,5518844225831323,MULE_0014,,3372023.84,Transfer,success,Transfer,7058957829114678
TXN_000516,2026-02-21 18:33:26.435864,MULE_0012,1447394731217271,MULE_0003,,688435.67,Transfer,success,Transfer,6095396218518888
TXN_000704,2026-02-21 18:41:26.435864,USER_0100,3615305152204727,MULE_0004,,994397.6,Transfer,success,Transfer,8067065405153195
TXN_000707,2026-02-21 18:57:26.435864,USER_0008,6697848018451462,MULE_0010,,1644416.93,Transfer,success,Kerjasama,7021355690927557
TXN_000376,2026-02-21 19:26:26.435864,USER_0048,7116719022941318,USER_0027,5698169340608835,3311605.76,Transfer,success,Hutang,
TXN_000251,2026-02-21 23:20:26.435864,USER_0073,1390053293183933,USER_0004,9310341316475255,1243706.34,Purchase,success,,
TXN_000421,2026-02-22 01:28:26.435864,USER_0027,5698169340608835,USER_0028,1595148465648236,3445099.36,Purchase,success,Belanja,
TXN_000469,2026-02-22 04:46:26.435864,USER_0067,9421047095214562,USER_0062,8657809134316117,1309864.24,Transfer,success,,
TXN_000294,2026-02-22 04:47:26.435864,USER_0065,1759464743671369,USER_0028,1595148465648236,783588.72,Purchase,success,,
TXN_000381,2026-02-22 06:07:26.435864,USER_0057,9324808613171274,USER_0017,0980500978820812,3309360.64,Purchase,success,Belanja,
TXN_000078,2026-02-22 10:40:26.435864,USER_0074,2904228421020539,USER_0048,7116719022941318,2259883.28,Purchase,success,,
TXN_000739,2026-02-22 14:08:26.435864,MULE_0007,1566765277584161,CRIMINAL_BOSS,,7196384.15,Transfer,success,,MASTER_6698490277038430
TXN_000448,2026-02-22 14:11:26.435864,USER_0032,2870831727889579,USER_0059,0449972787558867,3186156.56,Payment,success,Hutang,
TXN_000780,2026-02-22 14:12:26.435864,USER_0072,0537735158506431,MULE_0001,,1409596.49,Transfer,success,Kerjasama,9010432898614341
TXN_000718,2026-02-22 14:16:26.435864,MULE_0012,1447394731217271,CRIMINAL_BOSS,,8449107.84,Transfer,success,,MASTER_6698490277038430
TXN_000610,2026-02-22 14:41:26.435864,USER_0050,3341232812067974,MULE_0014,,1484124.83,Transfer,success,Transfer,7058957829114678
TXN_000148,2026-02-22 14:47:26.435864,USER_0079,7111161528098851,USER_0051,3447134936183242,1774226.83,Payment,success,Pembayaran,
TXN_000550,2026-02-22 14:53:26.435864,MULE_0005,2058527722170430,CRIMINAL_BOSS,,8368394.45,Transfer,success,,MASTER_6698490277038430
TXN_000504,2026-02-22 15:11:26.435864,MULE_0007,1566765277584161,CRIMINAL_BOSS,,4843362.33,Transfer,success,,MASTER_6698490277038430
TXN_000170,2026-02-22 15:31:26.435864,USER_0095,6850542357332214,USER_0034,5581223623166587,3285674.93,Transfer,success,,
TXN_000669,2026-02-22 15:33:26.435864,USER_0100,3615305152204727,MULE_0014,,656382.16,Transfer,success,,7058957829114678
TXN_000732,2026-02-22 15:42:26.435864,USER_0024,1586923226025634,MULE_0005,,1758197.81,Transfer,success,,2058527722170430
TXN_000599,2026-02-22 16:21:26.435864,USER_0084,6438156149784036,MULE_0010,,720980.09,Transfer,success,,7021355690927557
TXN_000457,2026-02-22 16:48:26.435864,USER_0005,4192832764835030,USER_0007,9696532871012269,1328385.25,Transfer,success,Belanja,
TXN_000601,2026-02-22 16:59:26.435864,USER_0027,5698169340608835,MULE_0014,,920677.77,Transfer,success,Kerjasama,7058957829114678
TXN_000279,2026-02-22 17:01:26.435864,USER_0096,8880592962229270,USER_0099,1247826137506068,68887.08,Transfer,success,,
TXN_000290,2026-02-22 17:05:26.435864,USER_0099,1247826137506068,USER_0067,9421047095214562,437924.18,Purchase,success,Pembayaran,
TXN_000394,2026-02-22 17:22:26.435864,USER_0021,8412411824493534,USER_0006,6413953767242388,3932569.13,Transfer,success,,
TXN_000798,2026-02-22 18:48:26.435864,USER_0057,9324808613171274,MULE_0003,,220121.59,Transfer,success,Investasi,6095396218518888
TXN_000560,2026-02-22 18:52:26.435864,USER_0084,6438156149784036,MULE_0007,,1119071.32,Transfer,success,Transfer,1566765277584161
TXN_000289,2026-02-22 19:26:26.435864,USER_0081,1493689980940244,USER_0092,8207151820377889,2272746.69,Transfer,success,Pembayaran,
TXN_000163,2026-02-22 20:58:26.435864,USER_0019,4353462475107991,USER_0087,1605297516136968,4217826.81,Purchase,success,Hutang,
TXN_000239,2026-02-22 22:30:26.435864,USER_0056,0385977034824771,USER_0016,3602606474687234,2032879.96,Purchase,success,,
TXN_000301,2026-02-23 01:25:26.435864,USER_0008,6697848018451462,USER_0032,2870831727889579,2243397.54,Payment,success,Belanja,
TXN_000404,2026-02-23 02:16:26.435864,USER_0040,9663193149190586,USER_0010,7015430391171822,301734.43,Purchase,success,Hutang,
TXN_000176,2026-02-23 05:36:26.435864,USER_0005,4192832764835030,USER_0035,0366909670546688,343465.14,Payment,success,Pembayaran,
TXN_000061,2026-02-23 06:25:26.435864,USER_0049,9993867749649909,USER_0057,9324808613171274,4944747.91,Payment,success,,
TXN_000056,2026-02-23 06:58:26.435864,USER_0050,3341232812067974,USER_0074,2904228421020539,4682335.67,Transfer,success,Pembayaran,
TXN_000080,2026-02-23 07:56:26.435864,USER_0015,2473178108013267,USER_0025,1607337543303654,1209099.51,Purchase,success,,
TXN_000232,2026-02-23 09:44:26.435864,USER_0036,7346706562729806,USER_0047,0084271094777520,819282.23,Transfer,success,Hutang,
TXN_000031,2026-02-23 12:53:26.435864,USER_0034,5581223623166587,USER_0017,0980500978820812,206274.04,Purchase,success,,
TXN_000378,2026-02-23 14:25:26.435864,USER_0033,8727743487347143,USER_0072,0537735158506431,3621717.52,Transfer,success,Pembayaran,
TXN_000423,2026-02-23 15:03:26.435864,USER_0017,0980500978820812,USER_0074,2904228421020539,3994013.66,Purchase,success,Pembayaran,
TXN_000614,2026-02-23 15:22:26.435864,MULE_0012,1447394731217271,CRIMINAL_BOSS,,6418898.93,Transfer,success,,MASTER_6698490277038430
TXN_000482,2026-02-23 15:55:26.435864,USER_0048,7116719022941318,MULE_0004,,554587.59,Transfer,success,Transfer,8067065405153195
TXN_000545,2026-02-23 15:56:26.435864,USER_0079,7111161528098851,MULE_0008,,1942460.81,Transfer,success,Transfer,6928451154479627
TXN_000524,2026-02-23 17:32:26.435864,USER_0076,9084700766177115,MULE_0003,,1934499.46,Transfer,success,Kerjasama,6095396218518888
TXN_000549,2026-02-23 17:35:26.435864,USER_0001,1043321819600133,MULE_0004,,845601.37,Transfer,success,Kerjasama,8067065405153195
TXN_000719,2026-02-23 18:03:26.435864,USER_0041,1850671657262849,MULE_0008,,1154666.63,Transfer,success,Kerjasama,6928451154479627
TXN_000772,2026-02-23 18:42:26.435864,MULE_0001,9010432898614341,MULE_0009,,8221608.21,Transfer,success,Transfer,5705964016582029
TXN_000358,2026-02-23 19:03:26.435864,USER_0094,5192546291486528,USER_0069,8516048175496513,2031238.62,Payment,success,Belanja,
TXN_000638,2026-02-23 19:09:26.435864,MULE_0007,1566765277584161,CRIMINAL_BOSS,,6670901.25,Transfer,success,,MASTER_6698490277038430
TXN_000735,2026-02-23 19:10:26.435864,MULE_0005,2058527722170430,CRIMINAL_BOSS,,4544189.62,Transfer,success,,MASTER_6698490277038430
TXN_000100,2026-02-23 20:24:26.435864,USER_0077,1249985698478961,USER_0078,8367365766156545,2755404.33,Transfer,success,,
TXN_000002,2026-02-23 20:58:26.435864,USER_0062,8657809134316117,USER_0073,1390053293183933,4676952.29,Transfer,success,,
TXN_000453,2026-02-23 21:01:26.435864,USER_0076,9084700766177115,USER_0031,3791769367632016,3030000.37,Transfer,success,Belanja,
TXN_000253,2026-02-23 23:15:26.435864,USER_0098,6886239240758181,USER_0006,6413953767242388,1624121.62,Purchase,success,,
TXN_000156,2026-02-24 02:58:26.435864,USER_0049,9993867749649909,USER_0008,6697848018451462,1025517.66,Transfer,success,Belanja,
TXN_000341,2026-02-24 03:39:26.435864,USER_0076,9084700766177115,USER_0087,1605297516136968,1180670.51,Purchase,success,Pembayaran,
TXN_000059,2026-02-24 04:21:26.435864,USER_0012,3150983930103105,USER_0085,0343244510762268,2537476.33,Purchase,success,,
TXN_000283,2026-02-24 05:40:26.435864,USER_0071,1382675869261796,USER_0007,9696532871012269,1353315.04,Payment,success,Hutang,
TXN_000085,2026-02-24 09:08:26.435864,USER_0021,8412411824493534,USER_0010,7015430391171822,1242792.54,Transfer,success,Pembayaran,
TXN_000116,2026-02-24 09:53:26.435864,USER_0006,6413953767242388,USER_0080,5604945198327315,2855144.8,Payment,success,,
TXN_000143,2026-02-24 12:17:26.435864,USER_0001,1043321819600133,USER_0012,3150983930103105,269268.63,Purchase,success,Belanja,
TXN_000121,2026-02-24 13:15:26.435864,USER_0048,7116719022941318,USER_0035,0366909670546688,3320325.94,Transfer,success,Hutang,
TXN_000506,2026-02-24 13:54:26.435864,USER_0034,5581223623166587,MULE_0012,,718328.78,Transfer,success,Investasi,1447394731217271
TXN_000582,2026-02-24 14:03:26.435864,MULE_0010,7021355690927557,CRIMINAL_BOSS,,2084688.53,Transfer,success,,MASTER_6698490277038430
TXN_000773,2026-02-24 15:09:26.435864,USER_0045,6855744431351823,MULE_0004,,1864313.97,Transfer,success,Kerjasama,8067065405153195
TXN_000497,2026-02-24 16:50:26.435864,USER_0019,4353462475107991,MULE_0005,,559907.38,Transfer,success,Investasi,2058527722170430
TXN_000698,2026-02-24 16:56:26.435864,USER_0016,3602606474687234,MULE_0006,,1795057.61,Transfer,success,Investasi,3054868740345054
TXN_000579,2026-02-24 17:11:26.435864,USER_0024,1586923226025634,MULE_0009,,538934.21,Transfer,success,Kerjasama,5705964016582029
TXN_000783,2026-02-24 17:13:26.435864,MULE_0015,6691251778528922,CRIMINAL_BOSS,,3254607.35,Transfer,success,,MASTER_6698490277038430
TXN_000723,2026-02-24 17:21:26.435864,USER_0074,2904228421020539,MULE_0006,,840967.05,Transfer,success,Kerjasama,3054868740345054
TXN_000544,2026-02-24 17:39:26.435864,USER_0017,0980500978820812,MULE_0013,,960257.74,Transfer,success,Kerjasama,5518844225831323
TXN_000680,2026-02-24 18:31:26.435864,USER_0091,5411998679807935,MULE_0008,,1924214.37,Transfer,success,,6928451154479627
TXN_000379,2026-02-24 19:37:26.435864,USER_0028,1595148465648236,USER_0086,8851606071596966,4268362.14,Transfer,success,Pembayaran,
TXN_000319,2026-02-24 20:11:26.435864,USER_0095,6850542357332214,USER_0068,2858842474517123,3839098.22,Transfer,success,,
TXN_000269,2026-02-24 23:22:26.435864,USER_0093,5546659051518644,USER_0070,0985931746120047,385584.16,Payment,success,,
TXN_000155,2026-02-25 00:26:26.435864,USER_0093,5546659051518644,USER_0100,3615305152204727,3533610.73,Transfer,success,,
TXN_000427,2026-02-25 05:35:26.435864,USER_0012,3150983930103105,USER_0097,5379473834735977,3247360.94,Purchase,success,Pembayaran,
TXN_000199,2026-02-25 08:16:26.435864,USER_0066,9440640909743953,USER_0041,1850671657262849,2572136.7,Purchase,success,,
TXN_000463,2026-02-25 08:33:26.435864,USER_0077,1249985698478961,USER_0098,6886239240758181,4551229.15,Purchase,success,Pembayaran,
TXN_000090,2026-02-25 10:24:26.435864,USER_0060,3396360576627028,USER_0005,4192832764835030,3373680.09,Transfer,success,Hutang,
TXN_000349,2026-02-25 10:50:26.435864,USER_0093,5546659051518644,USER_0035,0366909670546688,3900896.64,Purchase,success,Hutang,
TXN_000241,2026-02-25 12:06:26.435864,USER_0094,5192546291486528,USER_0052,0249947174648877,4056028.39,Transfer,success,Hutang,
TXN_000613,2026-02-25 14:11:26.435864,USER_0067,9421047095214562,MULE_0015,,1506024.67,Transfer,success,,6691251778528922
TXN_000774,2026-02-25 14:19:26.435864,USER_0054,8742967175655125,MULE_0011,,1127201.1,Transfer,success,Kerjasama,1928565431027868
TXN_000694,2026-02-25 14:40:26.435864,MULE_0009,5705964016582029,CRIMINAL_BOSS,,9930843.27,Transfer,success,,MASTER_6698490277038430
TXN_000628,2026-02-25 14:46:26.435864,USER_0003,1615594078161849,MULE_0008,,953421.45,Transfer,success,,6928451154479627
TXN_000609,2026-02-25 15:01:26.435864,USER_0025,1607337543303654,MULE_0003,,1856005.09,Transfer,success,,6095396218518888
TXN_000546,2026-02-25 15:47:26.435864,USER_0086,8851606071596966,MULE_0013,,1458872.29,Transfer,success,Transfer,5518844225831323
TXN_000708,2026-02-25 16:47:26.435864,MULE_0013,5518844225831323,CRIMINAL_BOSS,,4921267.36,Transfer,success,,MASTER_6698490277038430
TXN_000558,2026-02-25 17:09:26.435864,MULE_0014,7058957829114678,MULE_0012,,7822571.5,Transfer,success,Transfer,1447394731217271
TXN_000741,2026-02-25 19:18:26.435864,USER_0046,7498941343524082,MULE_0007,,1094377.91,Transfer,success,Transfer,1566765277584161
TXN_000043,2026-02-25 22:41:26.435864,USER_0047,0084271094777520,USER_0060,3396360576627028,3365678.13,Purchase,success,Pembayaran,
TXN_000218,2026-02-26 01:53:26.435864,USER_0054,8742967175655125,USER_0097,5379473834735977,2110470.16,Purchase,success,,
TXN_000082,2026-02-26 04:57:26.435864,USER_0032,2870831727889579,USER_0047,0084271094777520,1412011.91,Purchase,success,Pembayaran,
TXN_000460,2026-02-26 05:16:26.435864,USER_0004,9310341316475255,USER_0020,8384251354278498,756425.08,Purchase,success,Pembayaran,
TXN_000167,2026-02-26 08:56:26.435864,USER_0045,6855744431351823,USER_0026,4586850142940196,882634.44,Payment,success,Belanja,
TXN_000428,2026-02-26 11:31:26.435864,USER_0023,1280598262045053,USER_0093,5546659051518644,1301071.8,Transfer,success,,
TXN_000245,2026-02-26 11:56:26.435864,USER_0038,1708053100330923,USER_0028,1595148465648236,2519513.47,Purchase,success,,
TXN_000247,2026-02-26 12:29:26.435864,USER_0064,1969379237474074,USER_0087,1605297516136968,2741100.58,Transfer,success,Hutang,
TXN_000714,2026-02-26 13:53:26.435864,USER_0092,8207151820377889,MULE_0007,,975852.22,Transfer,success,Kerjasama,1566765277584161
TXN_000661,2026-02-26 13:55:26.435864,USER_0066,9440640909743953,MULE_0006,,1242311.48,Transfer,success,Transfer,3054868740345054
TXN_000079,2026-02-26 14:40:26.435864,USER_0005,4192832764835030,USER_0046,7498941343524082,2041213.49,Transfer,success,,
TXN_000640,2026-02-26 15:20:26.435864,MULE_0002,0369711798089324,CRIMINAL_BOSS,,9526881.4,Transfer,success,,MASTER_6698490277038430
TXN_000760,2026-02-26 15:54:26.435864,MULE_0013,5518844225831323,CRIMINAL_BOSS,,3682190.36,Transfer,success,,MASTER_6698490277038430
TXN_000491,2026-02-26 16:02:26.435864,MULE_0004,8067065405153195,CRIMINAL_BOSS,,5078716.54,Transfer,success,,MASTER_6698490277038430
TXN_000535,2026-02-26 16:57:26.435864,USER_0026,4586850142940196,MULE_0012,,684949.55,Transfer,success,Kerjasama,1447394731217271
TXN_000369,2026-02-26 17:10:26.435864,USER_0008,6697848018451462,USER_0007,9696532871012269,1152397.29,Purchase,success,Pembayaran,
TXN_000748,2026-02-26 17:17:26.435864,USER_0066,9440640909743953,MULE_0006,,246038.29,Transfer,success,Investasi,3054868740345054
TXN_000634,2026-02-26 17:27:26.435864,MULE_0001,9010432898614341,CRIMINAL_BOSS,,9365875.29,Transfer,success,,MASTER_6698490277038430
TXN_000187,2026-02-26 18:01:26.435864,USER_0047,0084271094777520,USER_0058,6773782639821465,3339318.62,Purchase,success,Belanja,
TXN_000234,2026-02-26 18:43:26.435864,USER_0074,2904228421020539,USER_0018,9136193990916998,830196.12,Purchase,success,,
TXN_000215,2026-02-26 19:35:26.435864,USER_0099,1247826137506068,USER_0013,8347382997376311,2890865.91,Purchase,success,,
TXN_000004,2026-02-26 20:18:26.435864,USER_0096,8880592962229270,USER_0087,1605297516136968,1548981.8,Purchase,success,Pembayaran,
TXN_000249,2026-02-26 20:39:26.435864,USER_0050,3341232812067974,USER_0007,9696532871012269,1628443.96,Transfer,failed,Hutang,
TXN_000315,2026-02-26 22:07:26.435864,USER_0059,0449972787558867,USER_0039,7193745299124190,1545618.2,Purchase,success,Belanja,
TXN_000244,2026-02-27 00:06:26.435864,USER_0047,0084271094777520,USER_0004,9310341316475255,4422947.8,Transfer,success,,
TXN_000435,2026-02-27 02:46:26.435864,USER_0075,0240268117758917,USER_0088,6453521818835523,3413921.89,Payment,success,Belanja,
TXN_000108,2026-02-27 03:43:26.435864,USER_0052,0249947174648877,USER_0024,1586923226025634,1896605.34,Payment,success,Pembayaran,
TXN_000246,2026-02-27 03:46:26.435864,USER_0047,0084271094777520,USER_0029,2994680443699577,2125212.36,Purchase,success,,
TXN_000354,2026-02-27 05:41:26.435864,USER_0058,6773782639821465,USER_0042,7694531473799650,544054.13,Transfer,success,Hutang,
TXN_000129,2026-02-27 06:47:26.435864,USER_0027,5698169340608835,USER_0089,2432921277997995,363172.39,Payment,success,Hutang,
TXN_000213,2026-02-27 07:42:26.435864,USER_0034,5581223623166587,USER_0058,6773782639821465,1351600.77,Purchase,success,Belanja,
TXN_000347,2026-02-27 11:16:26.435864,USER_0009,0482814893252880,USER_0050,3341232812067974,3518595.41,Payment,success,,
TXN_000021,2026-02-27 11:21:26.435864,USER_0067,9421047095214562,USER_0056,0385977034824771,3074663.55,Transfer,success,Belanja,
TXN_000007,2026-02-27 11:51:26.435864,USER_0019,4353462475107991,USER_0060,3396360576627028,3846447.05,Payment,success,,
TXN_000091,2026-02-27 15:51:26.435864,USER_0019,4353462475107991,USER_0083,5459910229014767,4688940.83,Purchase,success,Belanja,
TXN_000273,2026-02-27 15:58:26.435864,USER_0040,9663193149190586,USER_0007,9696532871012269,1342582.16,Transfer,success,Pembayaran,
TXN_000310,2026-02-27 16:02:26.435864,USER_0094,5192546291486528,USER_0097,5379473834735977,295772.66,Purchase,success,Pembayaran,
